"Name","Ticker","Return Date 
(Daily)","Total Ret 
YTD 
(Daily) 
USD","Total Ret 
1 Day 
(Daily) 
USD","Total Ret 
1 Wk 
(Daily) 
USD","Total Ret 
1 Mo 
(Daily) 
USD","Total Ret 
2 Mo 
(Daily) 
USD","Total Ret 
3 Mo 
(Daily) 
USD","Total Ret 
6 Mo 
(Daily) 
USD","Total Ret 
1 Yr 
(Daily) 
USD","Total Ret 
Annlzd 2 Yr 
(Daily) 
USD","Total Ret 
Annlzd 3 Yr 
(Daily) 
USD","Total Ret 
Annlzd 5 Yr 
(Daily) 
USD","Total Ret 
Annlzd 10 Yr 
(Daily) 
USD","% Rank Ind YTD (Daily)","% Rank Ind 1 Mo (Daily)","% Rank Ind 3 Mo (Daily)","% Rank Ind 1 Yr (Daily)","% Rank Ind Ann 3 Yr (Daily)","% Rank Ind Ann 5 Yr (Daily)","% Rank Ind Ann 10 Yr (Daily)","Return Date 
(Mo-End)","Total Ret 
YTD 
(Mo-End) 
USD","Total Ret 
1 Mo 
(Mo-End) 
USD","Total Ret 
2 Mo 
(Mo-End) 
USD","Total Ret 
3 Mo 
(Mo-End) 
USD","Total Ret 
1 Yr 
(Mo-End) 
USD","Total Ret 
Annlzd 2 Yr 
(Mo-End) 
USD","Total Ret 
Annlzd 3 Yr 
(Mo-End) 
USD","Total Ret 
Annlzd 5 Yr 
(Mo-End) 
USD","Total Ret 
Annlzd 10 Yr 
(Mo-End) 
USD","Total Ret 
Annlzd 15 Yr 
(Mo-End) 
USD","Total Ret 
Annlzd 20 Yr 
(Mo-End) 
USD","Return Date 
(Qtr-End)","Total Ret 
1 Mo 
(Qtr-End) 
USD","Total Ret 
2 Mo 
(Qtr-End) 
USD","Total Ret 
3 Mo 
(Qtr-End) 
USD","Total Ret 
6 Mo 
(Qtr-End) 
USD","Total Ret 
YTD 
(Qtr-End) 
USD","Total Ret 
1 Yr 
(Qtr-End) 
USD","Total Ret 
Annlzd 2 Yr 
(Qtr-End) 
USD","Total Ret 
Annlzd 3 Yr 
(Qtr-End) 
USD","Total Ret 
Annlzd 5 Yr 
(Qtr-End) 
USD","Total Ret 
Annlzd 10 Yr 
(Qtr-End) 
USD"
"Corteva Inc","CTVA","2022-07-05","10.79","-3.73","-4.00","-15.97","-9.99","-10.36","10.88","18.34","38.89","23.31","","","29.00","64.00","41.00","38.00","29.00","","","2022-06-30","15.10","-13.54","-5.91","-5.57","23.34","43.57","23.53","","","","","2022-06-30","-13.54","-5.91","-5.57","15.10","15.10","23.34","43.57","23.53","",""
"Costco Wholesale Corp","COST","2022-07-05","-13.70","0.51","4.19","2.52","-5.62","-14.98","-10.91","23.21","28.45","23.64","26.48","19.06","53.00","23.00","67.00","25.00","23.00","22.00","20.00","2022-06-30","-15.28","2.80","-9.86","-16.61","21.96","27.83","23.53","25.73","18.73","15.86","14.04","2022-06-30","2.80","-9.86","-16.61","-15.28","-15.28","21.96","27.83","23.53","25.73","18.73"
"Coterra Energy Inc Ordinary Shares","CTRA","2022-07-05","40.84","-2.77","-7.55","-27.23","-17.79","-0.68","29.40","55.10","25.81","6.39","3.08","3.95","29.00","76.00","37.00","32.00","46.00","44.00","17.00","2022-06-30","41.84","-24.88","-8.34","-2.15","59.56","28.28","7.67","3.07","4.14","8.11","14.74","2022-06-30","-24.88","-8.34","-2.15","41.84","41.84","59.56","28.28","7.67","3.07","4.14"
"Crown Castle International Corp","CCI","2022-07-05","-16.42","-0.48","1.74","-5.49","-4.73","-10.41","-7.42","-10.01","3.38","11.72","14.60","13.23","76.00","65.00","71.00","82.00","46.00","25.00","46.00","2022-06-30","-17.93","-10.44","-8.29","-7.99","-10.75","3.51","12.18","13.96","13.23","12.18","21.81","2022-06-30","-10.44","-8.29","-7.99","-17.93","-17.93","-10.75","3.51","12.18","13.96","13.23"
"CSX Corp","CSX","2022-07-05","-23.64","-2.83","-2.16","-11.21","-17.43","-18.88","-23.32","-11.31","12.90","4.23","10.44","15.47","77.00","73.00","85.00","63.00","37.00","22.00","13.00","2022-06-30","-22.18","-8.59","-15.08","-22.14","-8.21","13.23","5.33","11.06","15.62","13.24","15.11","2022-06-30","-8.59","-15.08","-22.14","-22.18","-22.18","-8.21","13.23","5.33","11.06","15.62"
"Cummins Inc","CMI","2022-07-05","-9.70","-0.02","-1.01","-8.03","-4.17","-2.28","-13.21","-17.35","8.78","7.56","5.98","8.99","37.00","51.00","35.00","58.00","41.00","32.00","40.00","2022-06-30","-9.95","-7.46","3.06","-4.94","-18.24","8.69","7.01","6.17","9.24","10.90","18.35","2022-06-30","-7.46","3.06","-4.94","-9.95","-9.95","-18.24","8.69","7.01","6.17","9.24"
"CVS Health Corp","CVS","2022-07-05","-9.24","-1.50","-0.72","-2.50","-5.32","-6.41","-11.51","14.80","22.21","21.08","5.20","8.53","75.00","74.00","76.00","64.00","65.00","82.00","82.00","2022-06-30","-9.11","-4.23","-3.61","-7.90","13.57","22.04","21.92","5.01","8.86","7.71","10.37","2022-06-30","-4.23","-3.61","-7.90","-9.11","-9.11","13.57","22.04","21.92","5.01","8.86"
"D.R. Horton Inc","DHI","2022-07-05","-32.73","3.44","10.05","-4.61","2.21","-1.79","-29.22","-20.56","17.11","19.84","16.98","15.23","74.00","40.00","41.00","58.00","15.00","10.00","33.00","2022-06-30","-38.55","-11.92","-4.56","-10.86","-25.79","10.61","16.68","15.01","14.44","8.94","9.04","2022-06-30","-11.92","-4.56","-10.86","-38.55","-38.55","-25.79","10.61","16.68","15.01","14.44"
"Danaher Corp","DHR","2022-07-05","-22.19","-0.98","1.44","-3.87","1.53","-11.00","-16.14","-6.42","19.64","21.32","25.25","18.38","36.00","36.00","41.00","26.00","23.00","13.00","27.00","2022-06-30","-22.79","-3.81","1.05","-13.49","-5.19","20.14","21.43","24.97","18.36","14.33","15.21","2022-06-30","-3.81","1.05","-13.49","-22.79","-22.79","-5.19","20.14","21.43","24.97","18.36"
"Darden Restaurants Inc","DRI","2022-07-05","-19.87","3.64","2.96","-5.78","-7.06","-7.65","-19.49","-17.03","29.01","0.92","8.03","11.20","63.00","67.00","58.00","57.00","38.00","21.00","28.00","2022-06-30","-23.45","-9.50","-14.13","-14.09","-19.50","25.36","-0.01","7.06","11.07","8.50","9.48","2022-06-30","-9.50","-14.13","-14.09","-23.45","-23.45","-19.50","25.36","-0.01","7.06","11.07"
"DaVita Inc","DVA","2022-07-05","-27.86","-1.25","0.95","-15.13","-23.26","-28.15","-28.01","-32.97","0.63","12.09","5.07","5.34","66.00","72.00","75.00","60.00","27.00","34.00","51.00","2022-06-30","-29.71","-17.98","-26.22","-29.31","-33.60","0.52","12.43","4.31","5.00","7.52","12.25","2022-06-30","-17.98","-26.22","-29.31","-29.71","-29.71","-33.60","0.52","12.43","4.31","5.00"
"Deere & Co","DE","2022-07-05","-14.17","-3.15","-5.14","-18.76","-23.44","-29.11","-20.90","-15.91","37.78","22.82","19.67","14.57","42.00","60.00","80.00","44.00","15.00","10.00","15.00","2022-06-30","-12.03","-15.98","-20.38","-27.65","-13.88","39.79","23.23","20.62","14.99","12.06","14.12","2022-06-30","-15.98","-20.38","-27.65","-12.03","-12.03","-13.88","39.79","23.23","20.62","14.99"
"Delta Air Lines Inc","DAL","2022-07-05","-23.69","1.02","-1.68","-22.63","-29.22","-23.60","-25.97","-32.46","3.72","-19.15","-9.14","12.85","60.00","78.00","63.00","57.00","57.00","49.00","16.00","2022-06-30","-25.87","-30.51","-32.67","-26.79","-33.03","1.63","-18.98","-9.40","12.24","3.86","","2022-06-30","-30.51","-32.67","-26.79","-25.87","-25.87","-33.03","1.63","-18.98","-9.40","12.24"
"Dentsply Sirona Inc","XRAY","2022-07-05","-34.84","-0.28","0.75","-10.53","-11.23","-25.51","-35.39","-42.76","-8.51","-13.52","-10.16","0.50","66.00","64.00","79.00","71.00","83.00","83.00","82.00","2022-06-30","-35.51","-9.37","-10.34","-27.15","-42.78","-8.85","-14.09","-10.27","0.34","0.31","4.03","2022-06-30","-9.37","-10.34","-27.15","-35.51","-35.51","-42.78","-8.85","-14.09","-10.27","0.34"
"Devon Energy Corp","DVN","2022-07-05","22.95","-5.84","-12.73","-30.98","-20.83","-9.08","16.20","89.84","124.42","26.88","13.11","0.55","43.00","79.00","48.00","17.00","26.00","25.00","24.00","2022-06-30","30.26","-24.73","-3.08","-4.65","101.13","129.70","28.28","13.72","1.07","-0.96","5.29","2022-06-30","-24.73","-3.08","-4.65","30.26","30.26","101.13","129.70","28.28","13.72","1.07"
"DexCom Inc","DXCM","2022-07-05","-41.55","1.07","5.03","7.19","-17.26","-39.23","-35.66","-27.28","-12.23","28.77","33.81","37.51","70.00","14.00","86.00","41.00","13.00","7.00","2.00","2022-06-30","-44.48","0.06","-27.04","-41.73","-30.18","-14.25","25.77","32.44","36.83","27.08","","2022-06-30","0.06","-27.04","-41.73","-44.48","-44.48","-30.18","-14.25","25.77","32.44","36.83"
"Diamondback Energy Inc","FANG","2022-07-05","9.22","-5.83","-12.06","-26.20","-15.44","-13.50","-0.27","21.09","70.13","4.17","6.65","","56.00","65.00","56.00","48.00","50.00","35.00","","2022-06-30","15.72","-20.31","-1.61","-9.40","33.93","74.47","5.63","7.77","","","","2022-06-30","-20.31","-1.61","-9.40","15.72","15.72","33.93","74.47","5.63","7.77",""
"Digital Realty Trust Inc","DLR","2022-07-05","-25.93","-2.30","-4.46","-3.50","-8.19","-11.36","-19.57","-11.28","-3.67","5.54","6.26","8.09","74.00","29.00","41.00","41.00","12.00","19.00","25.00","2022-06-30","-25.22","-6.12","-10.31","-7.58","-10.55","-1.05","6.81","6.06","8.41","10.90","","2022-06-30","-6.12","-10.31","-7.58","-25.22","-25.22","-10.55","-1.05","6.81","6.06","8.41"
"Discover Financial Services","DFS","2022-07-05","-14.27","0.29","0.68","-11.16","-14.61","-11.00","-17.88","-16.75","44.38","8.91","11.62","12.14","51.00","66.00","51.00","56.00","32.00","28.00","28.00","2022-06-30","-17.20","-16.66","-15.37","-13.62","-18.27","40.19","8.90","10.66","12.05","9.34","","2022-06-30","-16.66","-15.37","-13.62","-17.20","-17.20","-18.27","40.19","8.90","10.66","12.05"
"DISH Network Corp Class A","DISH","2022-07-05","-43.09","0.49","1.82","-14.14","-32.82","-41.80","-44.09","-56.65","-25.28","-22.60","-21.65","-3.72","92.00","90.00","96.00","92.00","90.00","91.00","78.00","2022-06-30","-44.73","-21.46","-37.11","-43.35","-57.11","-27.92","-22.32","-22.10","-3.99","-2.73","2.36","2022-06-30","-21.46","-37.11","-43.35","-44.73","-44.73","-57.11","-27.92","-22.32","-22.10","-3.99"
"Dollar General Corp","DG","2022-07-05","6.67","1.50","2.88","10.42","7.26","9.26","7.42","15.31","15.76","22.18","29.30","16.94","25.00","13.00","13.00","29.00","25.00","11.00","24.00","2022-06-30","4.49","11.39","3.33","10.49","14.26","14.27","22.76","28.48","16.68","","","2022-06-30","11.39","3.33","10.49","4.49","4.49","14.26","14.27","22.76","28.48","16.68"
"Dollar Tree Inc","DLTR","2022-07-05","17.31","5.48","7.34","3.10","2.11","5.84","17.41","65.75","32.70","14.56","19.30","11.80","21.00","57.00","34.00","5.00","56.00","34.00","47.00","2022-06-30","10.91","-2.79","-4.06","-2.68","56.63","29.68","13.22","17.39","11.22","17.15","13.16","2022-06-30","-2.79","-4.06","-2.68","10.91","10.91","56.63","29.68","13.22","17.39","11.22"
"Dominion Energy Inc","D","2022-07-05","2.81","-2.23","1.15","-3.97","-3.54","-6.96","1.96","10.53","1.30","4.37","4.68","7.21","34.00","44.00","68.00","44.00","51.00","53.00","49.00","2022-06-30","3.29","-4.44","-1.42","-5.29","12.01","2.47","4.78","4.53","7.20","6.89","6.82","2022-06-30","-4.44","-1.42","-5.29","3.29","3.29","12.01","2.47","4.78","4.53","7.20"
"Domino's Pizza Inc","DPZ","2022-07-05","-29.30","-1.69","1.56","8.09","16.45","1.72","-23.35","-15.47","3.96","13.53","14.62","29.76","70.00","10.00","26.00","47.00","13.00","9.00","3.00","2022-06-30","-30.55","7.61","15.62","-3.98","-15.58","3.69","12.86","13.84","29.50","23.11","","2022-06-30","7.61","15.62","-3.98","-30.55","-30.55","-15.58","3.69","12.86","13.84","29.50"
"Dover Corp","DOV","2022-07-05","-32.40","-0.52","-0.01","-8.74","-9.58","-20.56","-31.54","-18.47","13.61","7.52","12.69","12.24","75.00","56.00","78.00","58.00","39.00","18.00","28.00","2022-06-30","-32.64","-9.40","-8.61","-22.36","-18.11","13.91","8.29","13.02","12.30","8.60","8.52","2022-06-30","-9.40","-8.61","-22.36","-32.64","-32.64","-18.11","13.91","8.29","13.02","12.30"
"Dow Inc","DOW","2022-07-05","-8.09","-1.86","-3.43","-24.32","-24.89","-19.00","-10.66","-15.71","16.38","6.24","","","37.00","91.00","74.00","59.00","51.00","","","2022-06-30","-6.54","-24.08","-21.34","-17.91","-14.02","18.47","6.77","","","","","2022-06-30","-24.08","-21.34","-17.91","-6.54","-6.54","-14.02","18.47","6.77","",""
"DTE Energy Co","DTE","2022-07-05","5.37","-3.85","-0.83","-5.31","-2.91","-6.86","5.63","14.26","16.66","5.49","8.81","11.44","27.00","42.00","63.00","35.00","45.00","38.00","25.00","2022-06-30","7.51","-3.82","-2.60","-3.46","14.16","18.99","6.90","9.08","11.58","9.51","7.75","2022-06-30","-3.82","-2.60","-3.46","7.51","7.51","14.16","18.99","6.90","9.08","11.58"
"Duke Energy Corp","DUK","2022-07-05","3.25","-2.99","0.61","-4.34","-2.48","-4.62","4.51","10.82","18.10","9.55","8.49","7.50","31.00","42.00","57.00","43.00","31.00","39.00","47.00","2022-06-30","4.08","-4.72","-1.78","-3.10","12.59","19.98","10.42","8.56","7.47","7.23","4.27","2022-06-30","-4.72","-1.78","-3.10","4.08","4.08","12.59","19.98","10.42","8.56","7.47"
"Duke Realty Corp","DRE","2022-07-05","-12.55","1.14","2.23","6.70","11.96","-3.68","-7.51","21.18","27.49","22.44","17.68","16.18","43.00","7.00","35.00","6.00","12.00","34.00","48.00","2022-06-30","-15.43","4.01","0.88","-4.87","18.36","26.96","22.40","16.68","15.92","4.55","5.20","2022-06-30","4.01","0.88","-4.87","-15.43","-15.43","18.36","26.96","22.40","16.68","15.92"
"DuPont de Nemours Inc","DD","2022-07-05","-32.11","-1.04","-5.49","-19.04","-17.58","-25.33","-32.95","-29.64","2.68","-7.78","-6.53","5.32","79.00","84.00","86.00","75.00","85.00","78.00","66.00","2022-06-30","-30.38","-18.08","-15.20","-24.01","-26.57","4.52","-7.59","-6.24","5.47","1.92","3.30","2022-06-30","-18.08","-15.20","-24.01","-30.38","-30.38","-26.57","4.52","-7.59","-6.24","5.47"
"DXC Technology Co Registered Shs When Issued","DXC","2022-07-05","-7.15","-0.17","-4.54","-15.21","0.54","-2.86","-10.70","-26.27","36.04","-18.54","-11.78","12.59","31.00","75.00","33.00","66.00","85.00","81.00","45.00","2022-06-30","-5.84","-13.94","5.61","-7.11","-22.16","35.53","-17.52","-11.71","12.73","2.36","2.78","2022-06-30","-13.94","5.61","-7.11","-5.84","-5.84","-22.16","35.53","-17.52","-11.71","12.73"
"Eastman Chemical Co","EMN","2022-07-05","-25.66","-0.66","-3.60","-19.14","-15.66","-18.97","-26.41","-21.75","15.94","7.48","3.92","8.06","69.00","83.00","77.00","66.00","51.00","48.00","55.00","2022-06-30","-24.50","-17.82","-11.82","-19.21","-20.57","17.09","8.01","4.10","8.17","8.87","8.48","2022-06-30","-17.82","-11.82","-19.21","-24.50","-24.50","-20.57","17.09","8.01","4.10","8.17"
"Eaton Corp PLC","ETN","2022-07-05","-25.76","-0.54","-2.04","-9.74","-14.08","-13.04","-24.09","-14.25","22.68","18.37","12.38","14.13","64.00","54.00","65.00","51.00","19.00","20.00","21.00","2022-06-30","-26.16","-9.10","-12.56","-16.45","-12.86","22.89","17.47","12.50","14.26","8.40","11.45","2022-06-30","-9.10","-12.56","-16.45","-26.16","-26.16","-12.86","22.89","17.47","12.50","14.26"
"eBay Inc","EBAY","2022-07-05","-33.28","2.42","3.00","-6.71","-8.10","-21.72","-31.20","-36.17","-8.60","4.95","5.92","7.46","37.00","46.00","47.00","28.00","41.00","32.00","39.00","2022-06-30","-36.68","-14.38","-19.32","-26.84","-39.51","-9.30","3.47","4.75","6.88","6.41","8.70","2022-06-30","-14.38","-19.32","-26.84","-36.68","-36.68","-39.51","-9.30","3.47","4.75","6.88"
"Ecolab Inc","ECL","2022-07-05","-32.21","0.22","3.08","-7.00","-4.90","-12.02","-31.81","-24.08","-10.22","-5.98","4.64","9.70","81.00","38.00","60.00","69.00","79.00","45.00","46.00","2022-06-30","-34.02","-5.88","-8.90","-12.62","-24.37","-10.97","-6.86","4.18","9.45","9.74","10.62","2022-06-30","-5.88","-8.90","-12.62","-34.02","-34.02","-24.37","-10.97","-6.86","4.18","9.45"
"Edison International","EIX","2022-07-05","-7.56","-3.23","0.00","-10.59","-9.34","-11.24","-3.24","12.98","9.90","1.19","-0.66","6.11","65.00","80.00","79.00","41.00","65.00","77.00","54.00","2022-06-30","-6.32","-9.54","-8.07","-9.79","14.09","12.36","1.78","-0.76","6.11","3.19","8.90","2022-06-30","-9.54","-8.07","-9.79","-6.32","-6.32","14.09","12.36","1.78","-0.76","6.11"
"Edwards Lifesciences Corp","EW","2022-07-05","-24.38","0.60","3.42","1.28","-5.21","-18.51","-20.94","-8.09","18.99","16.00","19.70","18.86","45.00","30.00","54.00","21.00","20.00","14.00","14.00","2022-06-30","-26.60","-5.71","-10.11","-19.22","-8.19","17.30","15.58","19.26","18.64","23.29","21.50","2022-06-30","-5.71","-10.11","-19.22","-26.60","-26.60","-8.19","17.30","15.58","19.26","18.64"
"Electronic Arts Inc","EA","2022-07-05","-5.15","1.65","1.52","-11.39","4.46","-0.73","-6.49","-12.52","-2.99","10.40","3.36","26.10","33.00","63.00","29.00","33.00","43.00","39.00","14.00","2022-06-30","-7.50","-12.12","3.21","-3.69","-14.93","-3.54","6.66","3.05","25.83","6.57","6.79","2022-06-30","-12.12","3.21","-3.69","-7.50","-7.50","-14.93","-3.54","6.66","3.05","25.83"
"Elevance Health Inc","ELV","2022-07-05","3.44","-1.86","0.81","-3.05","-5.65","-3.35","4.64","24.42","34.90","19.88","20.97","23.50","42.00","70.00","67.00","40.00","71.00","41.00","37.00","2022-06-30","4.66","-5.05","-3.60","-1.50","27.66","36.72","20.60","21.64","23.14","13.20","14.58","2022-06-30","-5.05","-3.60","-1.50","4.66","4.66","27.66","36.72","20.60","21.64","23.14"
"Eli Lilly and Co","LLY","2022-07-05","19.16","0.76","3.01","8.46","12.24","12.20","26.28","41.41","42.77","43.99","32.78","23.42","20.00","24.00","15.00","9.00","8.00","7.00","12.00","2022-06-30","18.09","3.44","11.32","13.56","42.86","42.00","44.44","32.68","23.30","13.18","9.79","2022-06-30","3.44","11.32","13.56","18.09","18.09","42.86","42.00","44.44","32.68","23.30"
"Emerson Electric Co","EMR","2022-07-05","-13.78","-1.53","-2.93","-12.35","-10.74","-17.52","-16.23","-16.69","16.17","9.21","8.47","7.91","41.00","62.00","70.00","54.00","37.00","28.00","45.00","2022-06-30","-13.34","-10.29","-11.23","-18.35","-15.22","16.10","8.66","8.46","7.77","5.55","7.30","2022-06-30","-10.29","-11.23","-18.35","-13.34","-13.34","-15.22","16.10","8.66","8.46","7.77"
"Enphase Energy Inc","ENPH","2022-07-05","5.27","-1.60","1.02","-1.91","6.32","-8.82","22.51","3.32","98.54","114.04","197.97","41.02","22.00","18.00","35.00","25.00","5.00","2.00","2.00","2022-06-30","6.72","4.86","20.97","-3.24","6.32","102.59","120.42","195.60","41.15","","","2022-06-30","4.86","20.97","-3.24","6.72","6.72","6.32","102.59","120.42","195.60","41.15"
"Entergy Corp","ETR","2022-07-05","-0.77","-4.80","-1.87","-8.53","-7.22","-8.69","0.22","11.72","10.15","5.13","11.07","7.89","36.00","58.00","61.00","38.00","44.00","29.00","43.00","2022-06-30","1.78","-6.38","-4.38","-2.66","16.97","13.29","6.43","11.32","8.11","2.86","7.29","2022-06-30","-6.38","-4.38","-2.66","1.78","1.78","16.97","13.29","6.43","11.32","8.11"
"EOG Resources Inc","EOG","2022-07-05","22.84","-6.09","-11.40","-25.17","-13.61","-8.88","16.58","31.68","50.54","9.32","5.36","10.06","42.00","60.00","44.00","42.00","44.00","37.00","8.00","2022-06-30","29.17","-18.05","-3.87","-5.23","42.10","53.97","9.21","6.30","10.80","8.66","13.61","2022-06-30","-18.05","-3.87","-5.23","29.17","29.17","42.10","53.97","9.21","6.30","10.80"
"EPAM Systems Inc","EPAM","2022-07-05","-53.53","2.82","-0.28","-6.53","-10.22","10.00","-47.15","-39.83","11.43","19.92","30.05","33.72","92.00","54.00","13.00","77.00","28.00","12.00","6.00","2022-06-30","-55.90","-12.92","11.24","-0.62","-42.31","8.15","19.42","28.51","33.02","","","2022-06-30","-12.92","11.24","-0.62","-55.90","-55.90","-42.31","8.15","19.42","28.51","33.02"
"Equifax Inc","EFX","2022-07-05","-36.20","-0.29","3.64","-7.25","-10.48","-19.60","-33.11","-22.60","4.89","11.37","6.79","15.41","86.00","56.00","83.00","72.00","39.00","51.00","26.00","2022-06-30","-37.31","-9.77","-10.00","-22.75","-23.03","4.00","11.50","6.76","15.45","10.47","10.49","2022-06-30","-9.77","-10.00","-22.75","-37.31","-37.31","-23.03","4.00","11.50","6.76","15.45"
"Equinix Inc","EQIX","2022-07-05","-20.39","-0.87","-0.29","-1.66","-6.05","-12.09","-14.67","-15.17","-1.99","10.57","11.12","15.60","84.00","36.00","78.00","88.00","56.00","41.00","36.00","2022-06-30","-21.59","-4.38","-8.20","-10.99","-16.65","-1.60","11.03","10.54","15.54","15.00","23.32","2022-06-30","-4.38","-8.20","-10.99","-21.59","-21.59","-16.65","-1.60","11.03","10.54","15.54"
"Equity Residential","EQR","2022-07-05","-18.77","-0.92","-0.40","-4.19","-6.34","-19.73","-18.74","-4.76","12.82","0.66","4.64","5.24","75.00","62.00","85.00","65.00","70.00","67.00","85.00","2022-06-30","-18.82","-5.19","-10.62","-18.99","-3.02","14.48","1.52","4.93","5.34","6.24","7.49","2022-06-30","-5.19","-10.62","-18.99","-18.82","-18.82","-3.02","14.48","1.52","4.93","5.34"
"Essex Property Trust Inc","ESS","2022-07-05","-23.66","-0.84","1.02","-6.07","-15.75","-23.57","-23.02","-10.72","8.96","-1.30","3.09","7.80","87.00","67.00","91.00","75.00","78.00","80.00","57.00","2022-06-30","-24.51","-7.10","-19.91","-23.67","-9.97","10.22","-0.63","3.08","7.84","7.58","9.94","2022-06-30","-7.10","-19.91","-23.67","-24.51","-24.51","-9.97","10.22","-0.63","3.08","7.84"
"Etsy Inc","ETSY","2022-07-05","-59.70","10.56","19.18","8.97","-2.96","-32.23","-53.15","-55.34","-10.71","11.66","42.74","","76.00","31.00","66.00","49.00","28.00","3.00","","2022-06-30","-66.56","-9.75","-21.44","-41.09","-64.43","-16.98","6.06","37.31","","","","2022-06-30","-9.75","-21.44","-41.09","-66.56","-66.56","-64.43","-16.98","6.06","37.31",""
"Everest Re Group Ltd","RE","2022-07-05","2.45","-2.24","-1.07","-1.02","-1.78","-6.63","4.22","12.43","20.11","5.16","3.14","11.94","14.00","21.00","58.00","15.00","26.00","49.00","25.00","2022-06-30","3.49","-0.79","2.63","-6.45","13.72","19.16","6.53","3.98","12.19","7.81","9.43","2022-06-30","-0.79","2.63","-6.45","3.49","3.49","13.72","19.16","6.53","3.98","12.19"
"Evergy Inc","EVRG","2022-07-05","-5.04","-4.19","-1.13","-8.57","-5.42","-6.51","-3.49","7.60","5.47","4.57","6.94","10.37","55.00","62.00","59.00","45.00","47.00","43.00","27.00","2022-06-30","-3.23","-6.71","-2.99","-3.68","11.70","8.36","5.98","7.21","10.63","8.99","9.42","2022-06-30","-6.71","-2.99","-3.68","-3.23","-3.23","11.70","8.36","5.98","7.21","10.63"
"Eversource Energy","ES","2022-07-05","-6.96","-4.34","-0.06","-9.67","-6.47","-6.75","-5.14","6.38","1.73","5.27","9.34","10.16","60.00","69.00","59.00","45.00","45.00","37.00","28.00","2022-06-30","-5.75","-8.50","-2.62","-3.50","8.36","3.22","6.27","9.36","10.26","9.33","9.30","2022-06-30","-8.50","-2.62","-3.50","-5.75","-5.75","8.36","3.22","6.27","9.36","10.26"
"Exelon Corp","EXC","2022-07-05","2.61","-5.32","-0.59","-10.49","-6.27","-8.04","4.03","33.02","28.16","8.62","13.13","6.89","31.00","75.00","60.00","11.00","32.00","22.00","50.00","2022-06-30","5.55","-7.79","-2.40","-4.14","39.31","32.03","10.54","13.36","7.06","1.03","6.43","2022-06-30","-7.79","-2.40","-4.14","5.55","5.55","39.31","32.03","10.54","13.36","7.06"
"Expedia Group Inc","EXPE","2022-07-05","-46.23","0.80","-0.72","-26.20","-30.34","-48.97","-46.40","-41.96","6.99","-10.10","-7.68","8.08","87.00","70.00","92.00","72.00","53.00","52.00","37.00","2022-06-30","-47.53","-26.68","-45.73","-51.54","-42.07","7.41","-10.35","-7.97","7.89","5.59","","2022-06-30","-26.68","-45.73","-51.54","-47.53","-47.53","-42.07","7.41","-10.35","-7.97","7.89"
"Expeditors International of Washington Inc","EXPD","2022-07-05","-27.64","-1.11","-1.36","-12.22","-10.90","-0.25","-25.06","-23.63","13.19","9.84","12.30","10.35","74.00","67.00","38.00","66.00","50.00","25.00","41.00","2022-06-30","-26.93","-10.46","-0.95","-4.88","-22.03","14.57","9.95","12.69","10.60","6.63","9.87","2022-06-30","-10.46","-0.95","-4.88","-26.93","-26.93","-22.03","14.57","9.95","12.69","10.60"
"Extra Space Storage Inc","EXR","2022-07-05","-22.87","-1.44","0.50","-2.77","-8.61","-15.62","-19.69","6.30","36.49","19.42","19.86","20.79","61.00","31.00","57.00","24.00","14.00","20.00","12.00","2022-06-30","-23.64","-3.69","-9.67","-16.53","7.20","39.37","19.93","19.45","20.66","18.23","","2022-06-30","-3.69","-9.67","-16.53","-23.64","-23.64","7.20","39.37","19.93","19.45","20.66"
"Exxon Mobil Corp","XOM","2022-07-05","41.48","-3.13","-7.31","-14.41","-5.12","3.58","29.69","39.81","44.31","7.77","4.70","3.04","9.00","55.00","25.00","24.00","21.00","43.00","54.00","2022-06-30","42.83","-10.79","1.49","4.76","41.33","43.92","7.84","4.91","3.11","2.68","5.95","2022-06-30","-10.79","1.49","4.76","42.83","42.83","41.33","43.92","7.84","4.91","3.11"
"F5 Inc","FFIV","2022-07-05","-36.52","1.30","1.40","-6.71","-8.97","-27.25","-33.14","-17.37","5.89","1.70","3.80","4.35","57.00","43.00","60.00","39.00","47.00","43.00","55.00","2022-06-30","-37.46","-6.13","-8.58","-26.76","-18.01","4.75","1.67","3.79","4.39","9.30","18.79","2022-06-30","-6.13","-8.58","-26.76","-37.46","-37.46","-18.01","4.75","1.67","3.79","4.39"
"FactSet Research Systems Inc","FDS","2022-07-05","-18.21","0.41","5.27","4.35","3.67","-10.00","-11.91","17.93","9.44","11.11","19.93","16.14","65.00","13.00","52.00","11.00","39.00","20.00","39.00","2022-06-30","-20.52","0.73","-4.47","-11.22","15.59","9.11","11.20","19.14","15.92","12.61","16.34","2022-06-30","0.73","-4.47","-11.22","-20.52","-20.52","15.59","9.11","11.20","19.14","15.92"
"Fastenal Co","FAST","2022-07-05","-21.50","-0.14","1.02","-8.76","-8.32","-15.75","-18.28","-3.33","8.99","18.39","19.92","10.81","68.00","49.00","65.00","41.00","33.00","18.00","33.00","2022-06-30","-21.11","-6.80","-9.75","-15.44","-1.73","10.77","17.97","20.38","11.12","12.23","13.39","2022-06-30","-6.80","-9.75","-15.44","-21.11","-21.11","-1.73","10.77","17.97","20.38","11.12"
